,ID,Occupation,Job.Series,School,Major,Level.of.Education,Gender,Race,Disability,Hired
9351,9351,Zoology,410,130794,Biology,PhD,Male,Black/African American,NA,N
9352,9352,Psychology Aide and Technician,181,123961,Counseling,Bachelor's Degree,Male,White,targeted disability,N
9353,9353,Insurance Examining,1163,127060,Insurance,Associates Degree,Male,White,disability,N
9354,9354,Communications Clerical,394,231624,Communications,Associates Degree,Male,White,NA,N
9355,9355,Foreign Affairs,130,228778,Foreign Language,Bachelor's Degree,Male,White,NA,N
9356,9356,Physical Therapist,633,122436,Rehabilitation Therapy,Some College,Male,White,NA,N
9357,9357,Printing Management,1654,196103,English And Literature,Associates Degree,Male,White,NA,N
9358,9358,Criminal Investigating,1811,166027,Criminal Justice/Law Enforcement,Associates Degree,Female,White,NA,N
9359,9359,Packaging,2032,123961,Marketing,Bachelor's Degree,Male,White,NA,N
9360,9360,Equipment Specialist,1670,168148,Industrial Management,PhD,Female,Black/African American,NA,N
9361,9361,Art Specialist,1056,170976,"Arts, Fine And Applied",Bachelor's Degree,Female,White,NA,N
9362,9362,Packaging,2032,211440,Marketing,Bachelor's Degree,Male,Hispanic/Latino,NA,Y
9363,9363,Aircrew Technician,2185,198419,Aviation,Bachelor's Degree,Male,White,NA,N
9364,9364,Transportation Industry Analysis,2110,186131,Economics,Associates Degree,Female,American Indian/Alaskan Native,disability,N
9365,9365,Purchasing,1105,204024,Purchasing,Associates Degree,Male,White,disability,N
9366,9366,Environmental Health Technician,698,236948,Environmental Studies,PhD,Female,White,disability,Y
9367,9367,Prosthetic Representative,672,110404,Rehabilitation Therapy,Associates Degree,Female,White,disability,N
9368,9368,Agricultural Marketing,1146,152080,Marketing,Associates Degree,Male,White,NA,N
9369,9369,Wildlife Refuge Management,485,166683,Meteorology,Some College,Female,White,NA,N
9370,9370,Customs Inspection,1890,100751,Foreign Language,Associates Degree,Male,White,disability,N
9371,9371,Equal Opportunity Compliance,360,123961,Liberal Arts/Humanities,Associates Degree,Male,Black/African American,NA,N
9372,9372,Contracting,1102,236948,Any Major,Some College,Male,White,NA,N
9373,9373,Metallurgy,1321,197708,Physical Science,Associates Degree,Female,White,targeted disability,N
9374,9374,Purchasing,1105,198419,Purchasing,Associates Degree,Male,White,NA,Y
9375,9375,Administrative Officer,341,123961,Any Major,Associates Degree,Female,White,disability,N
9376,9376,Social Science Aide and Technician,102,233921,Social Work,Some College,Female,Asian,targeted disability,N
9377,9377,Oceanography,1360,199193,Geology,Associates Degree,Male,Black/African American,NA,N
9378,9378,Property Disposal,1104,214777,Marketing,Some College,Female,White,disability,N
9379,9379,Management and Program Analysis,343,231174,Any Major,Bachelor's Degree,Female,White,disability,N
9380,9380,Environmental Protection Specialist,28,144050,Any Major,Bachelor's Degree,Female,White,targeted disability,N
9381,9381,Recreation Specialist,188,110404,Park And Recreation Management,Bachelor's Degree,Female,White,NA,N
9382,9382,Housing Management,1173,223232,"Management, Facilities",Bachelor's Degree,Female,White,targeted disability,N
9383,9383,Diagnostic Radiologic Technologist,647,223232,Medical Support,Some College,Male,White,disability,N
9384,9384,Metallurgy,1321,212054,Physical Science,Some College,Male,White,NA,N
9385,9385,Visual Information,1084,166027,"Arts, Fine And Applied",PhD,Female,White,NA,N
9386,9386,Unemployment Insurance,106,131496,Insurance,Associates Degree,Male,White,NA,N
9387,9387,Financial Management,505,186131,Accounting,Associates Degree,Male,White,NA,N
9388,9388,Writing and Editing,1082,131496,Communications,Some College,Male,Asian,disability,N
9389,9389,Education Services,1740,190150,Liberal Arts/Humanities,Associates Degree,Male,Black/African American,NA,N
9390,9390,Hospital Housekeeping Management,673,147767,Hospital Admin.,Associates Degree,Male,Hispanic/Latino,NA,N
9391,9391,Soil Science,470,198419,Agriculture,Associates Degree,Male,White,NA,N
9392,9392,Safety and Occupational Health Management,18,174066,Health,Some College,Female,White,disability,N
9393,9393,Physics,1310,166683,Physical Science,Bachelor's Degree,Male,White,NA,N
9394,9394,Oceanography,1360,190150,Geology,Associates Degree,Male,Hispanic/Latino,NA,N
9395,9395,Illustrating,1020,198419,"Arts, Fine And Applied",Master's/J.D./LL.B.,Female,White,NA,N
9396,9396,Forestry,460,152080,Forestry,Some College,Female,White,NA,N
9397,9397,Mathematical Statistician,1529,123961,Mathematics,Bachelor's Degree,Male,Black/African American,NA,Y
9398,9398,Recreation Aide and Assistant,189,178396,Physical Education,Master's/J.D./LL.B.,Male,White,NA,N
9399,9399,Forestry Technician,462,145637,Botany,Master's/J.D./LL.B.,Female,Black/African American,disability,N
9400,9400,Aviation Safety,1825,243744,Aviation,Associates Degree,Female,Hispanic/Latino,targeted disability,N
9401,9401,Financial Management,505,186131,Accounting,PhD,Female,White,disability,N
9402,9402,Miscellaneous Administration and Program,301,166683,Public Admin.,Associates Degree,Male,White,NA,N
9403,9403,Production Control,1152,231174,Industrial Management,Bachelor's Degree,Female,Black/African American,disability,N
9404,9404,Aerospace Engineering,861,198419,Engineering (Any Specialty),Associates Degree,Female,Black/African American,disability,N
9405,9405,Museum Specialist and Technician,1016,228778,Anthropology,Bachelor's Degree,Male,White,NA,N
9406,9406,Agricultural Marketing,1146,215062,Marketing,Bachelor's Degree,Female,Hispanic/Latino,NA,N
9407,9407,Vocational Rehabilitation,1715,165334,Counseling,PhD,Male,White,NA,N
9408,9408,Nuclear Engineering,840,243744,Engineering (Any Specialty),Some College,Female,Hispanic/Latino,NA,N
9409,9409,Forestry,460,110653,Forestry,Some College,Female,Black/African American,disability,N
9410,9410,General Physical Science,1301,186131,Geology,Bachelor's Degree,Female,White,targeted disability,N
9411,9411,Administrative Law Judge,935,178396,Law,Some College,Male,White,NA,N
9412,9412,Plant Physiology,435,165015,Botany,PhD,Male,Hispanic/Latino,NA,N
9413,9413,Printing Management,1654,178396,English And Literature,PhD,Male,Black/African American,NA,N
9414,9414,Transportation Loss and Damage Claims Examining,2135,162928,Transportation,Associates Degree,Male,White,NA,N
9415,9415,Astronomy and Space Science,1330,166027,Astronomy,Some College,Male,White,NA,N
9416,9416,Naval Architecture,871,228778,Architecture,Bachelor's Degree,Male,White,disability,N
9417,9417,Marine Cargo,2161,204024,Transportation,Bachelor's Degree,Male,White,disability,N
9418,9418,Range Technician,455,243744,Biology,Associates Degree,Male,Black/African American,disability,N
9419,9419,General Investigating,1810,214777,Any Major,Some College,Male,White,NA,N
9420,9420,Operations Research,1515,134097,Mathematics,Some College,Male,White,NA,N
9421,9421,Plant Protection and Quarantine,436,239105,Horticulture,Master's/J.D./LL.B.,Male,White,NA,N
9422,9422,Mediation,241,166027,Employee/Labor Relations,Associates Degree,Male,Hispanic/Latino,disability,N
9423,9423,Education and Training Technician,1702,215062,Education,Some College,Male,White,NA,N
9424,9424,Consumer Safety Inspection,1862,204024,Food Technology And Safety,Bachelor's Degree,Male,White,targeted disability,N
9425,9425,Education Services,1740,122436,Liberal Arts/Humanities,Master's/J.D./LL.B.,Male,White,targeted disability,N
9426,9426,Computer Science,1550,243744,Mathematics,Bachelor's Degree,Female,White,targeted disability,N
9427,9427,Instructional Systems,1750,110635,Education,Some College,Female,White,disability,N
9428,9428,Social Science,101,212054,Political Science/Govt,Bachelor's Degree,Male,White,NA,Y
9429,9429,Administrative Law Judge,935,196103,Law,Master's/J.D./LL.B.,Female,White,NA,N
9430,9430,Patent Attorney,1222,122436,Law,Some College,Male,White,disability,Y
9431,9431,Naval Architecture,871,166683,Architecture,Associates Degree,Male,White,NA,N
9432,9432,"Alcohol, Tobacco and Firearms Inspection",1854,215062,Law Enforcement,PhD,Female,Black/African American,NA,N
9433,9433,Language Specialist,1040,131496,Foreign Language,Bachelor's Degree,Female,Black/African American,NA,N
9434,9434,Contracting,1102,126775,Any Major,Associates Degree,Female,White,NA,N
9435,9435,Contact Representative,962,197708,Liberal Arts/Humanities,Some College,Female,White,disability,N
9436,9436,Genetics,440,231174,Botany,Bachelor's Degree,Male,White,NA,N
9437,9437,Land Surveying,1373,190150,Surveying,Associates Degree,Male,Asian,disability,N
9438,9438,International Relations,131,130794,International Relations,Associates Degree,Male,Black/African American,NA,N
9439,9439,Geography,150,131496,Geography,Bachelor's Degree,Male,White,targeted disability,N
9440,9440,Agricultural Market Reporting,1147,236948,Journalism,Bachelor's Degree,Male,Hispanic/Latino,NA,N
9441,9441,Geodesy,1372,221999,Astronomy,Bachelor's Degree,Female,American Indian/Alaskan Native,NA,N
9442,9442,Recreation/Creative Arts Therapist,638,166027,Park And Recreation Management,Bachelor's Degree,Male,Hispanic/Latino,disability,N
9443,9443,Agricultural Marketing,1146,212054,Marketing,Associates Degree,Female,Black/African American,NA,N
9444,9444,Crop Insurance Administration,1161,221999,Insurance,Associates Degree,Male,White,disability,N
9445,9445,Oceanography,1360,122436,Geology,Bachelor's Degree,Female,Black/African American,NA,N
9446,9446,General Attorney,905,236948,Law,Master's/J.D./LL.B.,Male,White,NA,N
9447,9447,Manual Arts Therapist,637,166683,Rehabilitation Therapy,Bachelor's Degree,Male,Asian,disability,N
9448,9448,Legal Instruments Examining,963,131496,Law,Bachelor's Degree,Female,White,disability,N
9449,9449,Recreation/Creative Arts Therapist,638,197708,Park And Recreation Management,Associates Degree,Male,White,NA,N
9450,9450,Diagnostic Radiologic Technologist,647,166629,Medical Support,Master's/J.D./LL.B.,Male,White,NA,N
9451,9451,Geodetic Technician,1374,110635,Cartography,Some College,Male,Black/African American,targeted disability,N
9452,9452,Agricultural Marketing,1146,152080,Marketing,Bachelor's Degree,Female,More than one race,NA,N
9453,9453,Psychology Aide and Technician,181,166629,Counseling,Master's/J.D./LL.B.,Female,Black/African American,NA,N
9454,9454,Computer Science,1550,223232,Mathematics,Associates Degree,Male,White,NA,N
9455,9455,Range Technician,455,162928,Biology,Bachelor's Degree,Female,More than one race,NA,N
9456,9456,Computer Science,1550,166683,Mathematics,Bachelor's Degree,Female,Black/African American,NA,N
9457,9457,Geology,1350,131469,Geology,Master's/J.D./LL.B.,Male,White,targeted disability,N
9458,9458,Management and Program Analysis,343,131469,Any Major,Bachelor's Degree,Female,White,NA,N
9459,9459,Transportation Loss and Damage Claims Examining,2135,170976,Transportation,Associates Degree,Female,White,disability,Y
9460,9460,Miscellaneous Administration and Program,301,166683,Public Admin.,Bachelor's Degree,Male,White,NA,Y
9461,9461,Exhibits Specialist,1010,166683,"Arts, Fine And Applied",Bachelor's Degree,Female,White,NA,N
9462,9462,Property Disposal,1104,196103,Marketing,PhD,Male,Black/African American,disability,N
9463,9463,Correctional Institution Administration,6,170976,Corrections,PhD,Female,White,NA,N
9464,9464,Game Law Enforcement,1812,215062,Criminal Justice/Law Enforcement,PhD,Male,White,NA,N
9465,9465,Marine Cargo,2161,186131,Transportation,Some College,Male,White,NA,N
9466,9466,Miscellaneous Administration and Program,301,166027,Public Admin.,Associates Degree,Male,Hispanic/Latino,disability,N
9467,9467,Archivist,1420,122436,History,Associates Degree,Female,White,disability,N
9468,9468,Contracting,1102,139658,Any Major,Bachelor's Degree,Female,White,NA,N
9469,9469,Pharmacist,660,166027,Pharmacy,Bachelor's Degree,Male,Black/African American,disability,N
9470,9470,Plant Protection and Quarantine,436,134097,Horticulture,Some College,Male,White,targeted disability,N
9471,9471,Public Health Program Specialist,685,166027,Health,Master's/J.D./LL.B.,Male,Black/African American,NA,N
9472,9472,General Health Science,601,243744,Epidemiology,Master's/J.D./LL.B.,Male,Hispanic/Latino,NA,N
9473,9473,Wildlife Refuge Management,485,240444,Meteorology,Associates Degree,Male,White,disability,Y
9474,9474,Support Service,NA,166629,Management,Bachelor's Degree,Female,White,NA,N
9475,9475,Operations Research,1515,196413,Mathematics,Some College,Male,White,targeted disability,N
9476,9476,Auditing,511,186380,Accounting,Some College,Male,White,disability,N
9477,9477,Prosthetic Representative,672,191241,Rehabilitation Therapy,Associates Degree,Male,Black/African American,disability,N
9478,9478,Archeology,193,130794,Archeology,Master's/J.D./LL.B.,Male,Black/African American,NA,N
9479,9479,Import Specialist,1889,196413,Business,Bachelor's Degree,Male,White,disability,N
9480,9480,Equal Employment Opportunity,260,228875,Foreign Language,Associates Degree,Female,More than one race,NA,N
9481,9481,Editorial Assistance,1087,178396,English And Literature,Some College,Male,Black/African American,disability,N
9482,9482,Wildlife Biology,486,230038,Biology,Associates Degree,Male,White,disability,N
9483,9483,Immigration Inspection,1816,231174,Law Enforcement,Master's/J.D./LL.B.,Male,White,disability,N
9484,9484,Air Traffic Control,2152,110653,Any Major,Master's/J.D./LL.B.,Male,White,targeted disability,N
9485,9485,General Fish and Wildlife Administration,480,166683,Environmental Studies,Some College,Male,Asian,targeted disability,N
9486,9486,Marine Cargo,2161,195030,Transportation,Bachelor's Degree,Male,Black/African American,NA,N
9487,9487,Fishery Biology,482,131469,Biology,PhD,Male,Hispanic/Latino,targeted disability,N
9488,9488,Manual Arts Therapist,637,231624,Rehabilitation Therapy,Some College,Male,Black/African American,NA,N
9489,9489,Hearings and Appeals,930,130794,Employee/Labor Relations,Master's/J.D./LL.B.,Male,Black/African American,NA,N
9490,9490,Librarian,1410,110404,Library Science,Associates Degree,Female,Black/African American,disability,Y
9491,9491,Toxicology,415,162928,Chemistry,Bachelor's Degree,Male,White,NA,Y
9492,9492,General Biological Science,401,123961,Horticulture,Associates Degree,Male,Hispanic/Latino,disability,N
9493,9493,General Biological Science,401,243744,Horticulture,Associates Degree,Male,White,NA,N
9494,9494,Workers' Compensation Claims Examining,991,230038,Employee/Labor Relations,Some College,Female,White,disability,N
9495,9495,Vocational Rehabilitation,1715,178396,Counseling,Associates Degree,Male,More than one race,targeted disability,Y
9496,9496,Administrative Law Judge,935,131496,Law,Bachelor's Degree,Male,White,disability,N
9497,9497,Foreign Agricultural Affairs,135,168148,Foreign Language,Associates Degree,Male,White,disability,N
9498,9498,Marine Cargo,2161,230038,Transportation,Bachelor's Degree,Male,White,disability,N
9499,9499,Contracting,1102,110635,Any Major,Bachelor's Degree,Male,White,NA,N
9500,9500,Electronics Technician,856,179159,Electronics Technology,Associates Degree,Female,White,disability,N
9501,9501,Physics,1310,186131,Physical Science,Associates Degree,Male,White,disability,N
9502,9502,Community Planning,20,166629,Community Or City Planning,Some College,Female,White,NA,N
